pr_ab	partition	aet	cwd	tmin	ppt_djf	ppt_jja	pH	awc	depth	percent_clay	landform
0	9	353.4032897949219	837.71002197265625	9.5233001708984375	121.3678970336914	7.035600185394287	6.078296661376953	0.09000000357627869	47.93022155761719	24.46438980102539	10
0	10	490.5232849121094	651.626708984375	6.993299961090088	150.2664031982422	9.925299644470215	6.300000190734863	0.11999999731779099	117	31.299999237060547	7
0	3	418.7867126464844	815.03997802734375	9.640000343322754	148.00439453125	5.8821001052856445	6.4111151695251465	0.071135014295578	79.70948028564453	25.87535285949707	11
1	9	298.13330078125	371.4833068847656	0.7900000214576721	196.80230712890625	21.09280014038086	6.300000190734863	0.10000000149011612	86	7	11
1	5	275.79669189453125	373.56671142578125	-2.42330002784729	270.9158020019531	20.196399688720703	6	0.019999999552965164	76	2	10
1	1	471.68328857421875	289.7432861328125	-0.5	189.57730102539062	17.81290054321289	6.664323806762695	0.029999999329447746	87.39190673828125	2.721619129180908	11
1	5	279.31671142578125	338.3533020019531	-2.123300075531006	222.6634063720703	12.035599708557129	5.699999809265137	0.07000000029802322	127.28777313232422	6.393093585968018	1
1	8	401.010009765625	546.0233154296875	3.316699981689453	357.98260498046875	12.33590030670166	6	0.10000000149011612	107	8	10
1	3	485.7467041015625	425.6400146484375	2.123300075531006	198.96730041503906	18.401399612426758	5.400000095367432	0.15000000596046448	148	33.099998474121094	8
0	5	369.5899963378906	878.57672119140625	9.293299674987793	138.8249053955078	4.77370023727417	7.232909679412842	0.13406404852867126	23.51770782470703	36.20353317260742	6
0	5	389.4566955566406	867.6300048828125	9.746700286865234	171.9595947265625	5.929200172424316	7.099999904632568	0.12999999523162842	20	34	10
0	2	326.1700134277344	909.30670166015625	9.113300323486328	130.50379943847656	5.055699825286865	6.643640518188477	0.13718202710151672	35.15460968017578	20.447141647338867	10
0	1	353.43328857421875	809.22998046875	9.723299980163574	132.439697265625	7.811399936676025	5.076787948608398	0.05825822055339813	24.967809677124023	14.564555168151855	7
0	4	327.6966857910156	871.2567138671875	9.693300247192383	119.16500091552734	6.5706000328063965	4.264697074890137	0.08236359059810638	101.9761962890625	18.806015014648438	15
0	1	352.5799865722656	799.19000244140625	9.076700210571289	131.0482940673828	7.836100101470947	6.1039605140686035	0.09637759625911713	53.92559051513672	22.31871795654297	14
0	4	341.7467041015625	535.75	2.4200000762939453	63.02909851074219	20.424699783325195	6.599999904632568	0.07000000029802322	201	7	11
0	3	303.5400085449219	508.30999755859375	2.3399999141693115	100.87020111083984	16.796899795532227	6.099999904632568	0.10000000149011612	76	23.100000381469727	11
0	2	338.6700134277344	548.0032958984375	3.0467000007629395	72.07219696044922	20.12179946899414	6.599999904632568	0.10000000149011612	102	27.700000762939453	2
0	4	361.07000732421875	363.239990234375	0.5799999833106995	146.2093048095703	19.0492000579834	6.099999904632568	0.09000000357627869	201	5	7
0	5	566.510009765625	427.393310546875	3.7799999713897705	156.88290405273438	10.858400344848633	6.5	0.20999999344348907	201	32.900001525878906	6
1	1	369.55999755859375	298.7232971191406	-1.0932999849319458	352.1615905761719	24.84910011291504	5.699999809265137	0.03999999910593033	201	0.699999988079071	6
0	4	398.9700012207031	468.44000244140625	0.9700000286102295	276.0320129394531	13.104399681091309	5.441091060638428	0.14654959738254547	143.4465789794922	32.03776931762695	14
0	1	490.5332946777344	434.239990234375	3.07669997215271	270.26690673828125	12.795100212097168	6.099999904632568	0.09000000357627869	71	13.800000190734863	12
0	4	283.5367126464844	435.7633056640625	-1.8799999952316284	137.03439331054687	14.888299942016602	6.199999809265137	0.09000000357627869	201	12	11
0	5	352.9932861328125	481.08331298828125	0.6766999959945679	82.338897705078125	17.141599655151367	5.699999809265137	0.10999999940395355	152	27.700000762939453	6
0	3	279.4932861328125	470.1567077636719	-2.9800000190734863	122.53520202636719	14.256600379943848	6.490429878234863	0.13880375027656555	116.52149963378906	22.125347137451172	10
0	7	295.19329833984375	468.0899963378906	-2.6533000469207764	142.05799865722656	14.683099746704102	6.5	0.14000000059604645	117	22.299999237060547	10
0	9	189.8699951171875	558.4866943359375	-2.626699924468994	74.622802734375	10.490900039672852	6.00371789932251	0.09962821751832962	84.48331451416016	23.376548767089844	10
0	10	263.893310546875	640.96331787109375	2.053299903869629	65.84600067138672	14.763899803161621	6.8742356300354	0.1100611612200737	60.73012161254883	22.419036865234375	11
0	7	253.47669982910156	626.52001953125	0.9966999888420105	83.4302978515625	11.092900276184082	6.766513824462891	0.09000000357627869	135.34860229492187	20.31043243408203	10
0	4	287.9466857910156	517.56329345703125	-0.5733000040054321	76.54920196533203	11.744400024414063	5.723130702972412	0.11185045540332794	150.01075744628906	27.29290008544922	10
0	5	277.3367004394531	568.63671875	2.2799999713897705	88.16780090332031	14.0378999710083	6.731016159057617	0.07689837366342545	201	3.634756326675415	11
0	5	381.8800048828125	497.54669189453125	1.0966999530792236	279.99798583984375	18.113800048828125	6.099999904632568	0.4000000059604645	91	15	11
0	3	331.8399963378906	580.43328857421875	2.6500000953674316	170.08070373535156	12.235099792480469	6.509915351867676	0.089504241943359375	121.62033081054687	7.85127067565918	7
0	5	312.94000244140625	596.146728515625	2.4800000190734863	167.210693359375	12.801199913024902	6.5	0.11999999731779099	127	5	3
0	8	317.8432922363281	604.989990234375	2.7732999324798584	165.38780212402344	12.650300025939941	6.699999809265137	0.07999999821186066	76	5	7
0	3	397.7366943359375	522.33001708984375	2.316699981689453	163.82879638671875	12.914299964904785	5.900000095367432	0.10999999940395355	201	13	13
0	4	336.2366943359375	522.0966796875	2.526700019836426	197.53700256347656	12.389699935913086	6.761183261871338	0.09000000357627869	117.90573120117187	7.042329788208008	10
0	6	308.3367004394531	597.16668701171875	2.293299913406372	165.8238983154297	12.276700019836426	6.5	0.11999999731779099	127	5	6
0	1	311.5867004394531	607.896728515625	2.913300037384033	177.13169860839844	12.171099662780762	6.3989481925964355	0.10002103447914124	81.25244140625	5.016829490661621	8
0	7	318.0433044433594	598.9967041015625	2.7832999229431152	176.67359924316406	12.2878999710083	6.729320526123047	0.08293206989765167	89.272430419921875	5.569602966308594	11
0	6	286.5367126464844	641.6300048828125	3.2032999992370605	169.4709014892578	12.165599822998047	6	0.10000000149011612	33	5	11
0	10	301.2867126464844	608.7166748046875	2.0833001136779785	159.42999267578125	12.172100067138672	6.4540886878967285	0.11081774532794952	105.88082122802734	5	8
0	6	495.44000244140625	382.239990234375	1.0866999626159668	258.5342102050781	16.11079978942871	5.400000095367432	0.09000000357627869	201	2.9000000953674316	8
0	5	306.44000244140625	533.45330810546875	0.3433000147342682	211.60719299316406	15.285400390625	6.400000095367432	0.14000000059604645	104	25.200000762939453	14
0	6	343.1567077636719	553.54327392578125	2.82669997215271	185.51400756835937	12.751299858093262	6.491391181945801	0.08827820420265198	122.53646850585937	7.913909912109375	7
0	3	479.4200134277344	329.20330810546875	0.8567000031471252	184.76820373535156	13.35509967803955	5.699999809265137	0.10999999940395355	91	4.699999809265137	7
0	10	489.6133117675781	379.69329833984375	0.9433000087738037	257.0804138183594	16.208099365234375	6.400000095367432	0.10000000149011612	81	5	9
0	1	334.6966857910156	545.893310546875	2.7967000007629395	194.1392059326172	12.342000007629395	6.800000190734863	0.09000000357627869	117	6.900000095367432	10
0	10	307.9200134277344	628.373291015625	3.259999990463257	156.02760314941406	12.022100448608398	6.5	0.11999999731779099	127	5	10
0	6	640.7166748046875	297.9866943359375	3.006700038909912	144.28199768066406	11.895899772644043	0	0	0	0	11
0	2	705.22998046875	233.14999389648437	3.223299980163574	148.00759887695312	11.98169994354248	6.042502403259277	0.06220223009586334	178.6092529296875	7.997429370880127	2
0	8	480.4132995605469	608.5067138671875	7.610000133514404	312.5707092285156	20.047100067138672	6.178030967712402	0.09219694137573242	60.439388275146484	17.854158401489258	7
0	6	543.030029296875	321.8866882324219	3.2032999992370605	293.8414001464844	18.038999557495117	5.878637790679932	0.3868883550167084	91	6.0397820472717285	7
0	9	621.71002197265625	16.646699905395508	-0.17669999599456787	238.50900268554687	19.28890037536621	2.6803271770477295	0.01624440588057041	81.628143310546875	1.0964975357055664	10
0	1	351.0799865722656	898.1300048828125	9.103300094604492	100.42859649658203	2.5322999954223633	6.699999809265137	0.07999999821186066	91	15	4
0	10	295.1733093261719	1023.0266723632812	8.003299713134766	97.48069763183594	2.3584001064300537	5.676619052886963	0.041004300117492676	31.462167739868164	18.145217895507813	2
0	9	382.95330810546875	962.853271484375	9.093299865722656	93.7229995727539	2.647200107574463	6.5	0.07000000029802322	91	15.199999809265137	10
0	5	356.3800048828125	1014.1799926757812	9.413299560546875	116.41110229492187	3.184999942779541	5.300000190734863	0.05000000074505806	25	22.5	8
0	8	355.13330078125	1035.7633056640625	10.020000457763672	77.42859649658203	2.0768001079559326	2.159621000289917	0.015649426728487015	158.12057495117187	8.951472282409668	11
0	7	341.6099853515625	984.989990234375	8.003299713134766	97.05039978027344	2.212899923324585	3.9350762367248535	0.017919382080435753	8.013622283935547	13.188591003417969	1
0	6	376.7200012207031	979.336669921875	9.303299903869629	89.87329864501953	2.459700107574463	6.5	0.07000000029802322	91	15.199999809265137	10
0	8	462.6567077636719	788.1533203125	8.013299942016602	146.1732940673828	3.9890999794006348	5.72735071182251	0.13383138179779053	132.57347106933594	29.45888328552246	6
0	1	607.44000244140625	792.79327392578125	10.776700019836426	112.76419830322266	4.0279998779296875	3.023702621459961	0.061499033123254776	170.76296997070312	9.071107864379883	6
0	8	367.38330078125	931.18328857421875	9.649999618530273	108.60600280761719	2.4040000438690186	6.099999904632568	0.1599999964237213	41	18.5	6
0	8	364.42669677734375	927.95672607421875	9.776700019836426	107.658203125	2.40339994430542	6.099999904632568	0.1599999964237213	41	18.5	8
0	8	362.2232971191406	938.78997802734375	9.653300285339355	105.38310241699219	2.402100086212158	6.099999904632568	0.1599999964237213	41	18.5	10
0	8	363.54669189453125	935.58331298828125	9.649999618530273	106.4457015991211	2.402600049972534	6.099999904632568	0.1599999964237213	41	18.5	6
0	6	367.4233093261719	926	9.723299980163574	109.41790008544922	2.4423999786376953	6.099999904632568	0.1599999964237213	41	18.5	6
0	3	367.2467041015625	928.84002685546875	9.663299560546875	109.01170349121094	2.4042000770568848	6.099999904632568	0.1599999964237213	41	18.5	7
0	2	381.3633117675781	913.54669189453125	9.729999542236328	107.61810302734375	2.399899959564209	6.399953365325928	0.1375034898519516	65.74616241455078	28.323476791381836	6
0	3	363.6000061035156	936.06329345703125	9.6766996383667	106.3541030883789	2.3842999935150146	6.065441608428955	0.15930883586406708	39.548553466796875	18.5	6
0	1	381.3633117675781	913.54669189453125	9.729999542236328	107.61810302734375	2.399899959564209	6.399953365325928	0.1375034898519516	65.74616241455078	28.323476791381836	6
0	4	364.5332946777344	984.4932861328125	7.986700057983398	90.46929931640625	2.2439000606536865	6.099999904632568	0.09000000357627869	91	15	10
0	3	350.80999755859375	1015.123291015625	9.35669994354248	85.18910217285156	2.528599977493286	6.840156555175781	0.17000000178813934	91	37.56140899658203	2
0	3	245.7366485595703	1125.31005859375	8.786700248718262	56.092098236083984	3.1591999530792236	3.917152166366577	0.035078972578048706	107.45606994628906	4.0925469398498535	11
0	9	264.9100036621094	1188.666748046875	8.713299751281738	56.34159851074219	2.275599956512451	7.199999809265137	0.07999999821186066	201	11	10
0	4	331.4632873535156	950.9033203125	9.096699714660645	109.20359802246094	2.5434000492095947	4.1096391677856445	0.04690173640847206	103.55677032470703	23.396833419799805	10
0	6	450.873291015625	791.6400146484375	8.996700286865234	140.1649932861328	3.5624001026153564	6.300000190734863	0.11999999731779099	142	18.299999237060547	6
1	7	342.2467041015625	491.7732849121094	-0.0066999997943639755	283.8388977050781	15.136799812316895	5.699999809265137	0.10000000149011612	33.799224853515625	15	11
0	6	388.2767028808594	934.63671875	8.850000381469727	132.01820373535156	3.0067999362945557	5.873294353485107	0.17828278243541718	32.872947692871094	15.200506210327148	2
0	5	380.7333068847656	930.8900146484375	8.816699981689453	129.03860473632812	2.8378000259399414	6.234188556671143	0.12742233276367188	63.44588088989258	18.594083786010742	7
0	3	372.7567138671875	936.2432861328125	9.170000076293945	123.58799743652344	2.5838000774383545	5.751558303833008	0.17317120730876923	36.73698425292969	15.120996475219727	2
0	1	381.1400146484375	941.45330810546875	9.063300132751465	114.80960083007812	2.0624001026153564	6.400000095367432	0.10678419470787048	53.51762771606445	24.58942222595215	10
0	9	372.2633056640625	942.17999267578125	8.783300399780273	106.69539642333984	1.8035999536514282	5.799901962280273	0.1446884721517563	61.525672912597656	27.548093795776367	10
0	8	368.1300048828125	934.106689453125	8.9266996383667	122.14569854736328	2.578700065612793	5.044812202453613	0.09351389855146408	79.32616424560547	16.666780471801758	6
0	9	384.8533020019531	930.0333251953125	9.923299789428711	116.79730224609375	2.0662999153137207	6.400000095367432	0.12999999523162842	117	33.5	7
0	5	589.02667236328125	708.47998046875	8.869999885559082	121.99490356445312	2.5703001022338867	4.339704513549805	0.08503913134336472	114.66020202636719	17.655258178710937	14
0	9	368.2767028808594	920.82672119140625	8.920000076293945	124.64230346679687	2.7037999629974365	6.042514801025391	0.131571963429451	36.96379852294922	18.340261459350586	11
0	2	376.1966857910156	926.63671875	8.813300132751465	125.87930297851562	2.8027000427246094	6.099999904632568	0.17000000178813934	52	21.5	6
0	2	392.5967102050781	909.54669189453125	9.156700134277344	123.27210235595703	2.6131999492645264	5.935240268707275	0.18098397552967072	41.83981704711914	18.342105865478516	7
1	5	421.17669677734375	556.97332763671875	3.7732999324798584	165.98980712890625	10.106599807739258	6.199999809265137	0.10000000149011612	201	13.199999809265137	12
0	3	223.83670043945313	461.9767150878906	-2.9867000579833984	138.08859252929687	5.101399898529053	6.099999904632568	0.05999999865889549	36	2.5	10
1	7	228.9866943359375	524.010009765625	-1.8133000135421753	132.32040405273438	4.89109992980957	6.099999904632568	0.05999999865889549	36	2.5	14
0	9	160.0666961669922	449.33331298828125	-2.7100000381469727	102.03240203857422	11.308099746704102	0	0	0	0	15
0	9	164.12669372558594	477.1600036621094	-2.1166999340057373	104.13240051269531	10.577400207519531	0	0	0	0	14
0	10	184.44329833984375	245.8032989501953	-5.03000020980835	153.6573028564453	11.993900299072266	0	0	0	0	14
0	1	268.3399963378906	312.2267150878906	-3.5399999618530273	250.33970642089844	12.41189956665039	0	0	0	0	10
0	2	262.95001220703125	303.93328857421875	-3.5999999046325684	249.4217071533203	12.34469985961914	0	0	0	0	6
0	5	262.95001220703125	303.93328857421875	-3.5999999046325684	249.4217071533203	12.34469985961914	0	0	0	0	6
0	7	285.67999267578125	303.30999755859375	-3.3399999141693115	258.1202087402344	13.851900100708008	0	0	0	0	14
0	3	259.4967041015625	297.95330810546875	-3.890000104904175	243.3289031982422	11.549400329589844	0	0	0	0	6
0	1	287.30999755859375	311.4932861328125	-3.3833000659942627	256.9996032714844	13.347200393676758	0	0	0	0	14
0	7	260.3900146484375	306.0967102050781	-3.75	249.0771942138672	12.482399940490723	0	0	0	0	10
0	6	268.8699951171875	300.1966857910156	-3.509999990463257	257.4179992675781	13.31879997253418	0	0	0	0	10
0	2	199.7032928466797	250.79330444335938	-5.25	175.99710083007812	8.432299613952637	0	0	0	0	10
0	2	194.35330200195312	299.8699951171875	-4.676700115203857	161.70880126953125	9.606900215148926	0	0	0	0	11
0	5	203.94329833984375	255.25999450683594	-5.186699867248535	178.47189331054687	8.615099906921387	0	0	0	0	10
0	2	202.44000244140625	256.6499938964844	-5.146699905395508	178.07090759277344	8.288599967956543	0	0	0	0	10
0	6	449.68670654296875	936.13330078125	10.039999961853027	115.1353988647461	5.394599914550781	0	0	0	0	10
0	7	485.373291015625	941.219970703125	9.85669994354248	118.92620086669922	5.621399879455566	5.599999904632568	0.1599999964237213	201	27.5	10
0	3	527.70672607421875	754.57672119140625	8.65999984741211	136.18670654296875	7.5725998878479	6.699999809265137	0.07000000029802322	0	13.600000381469727	15
0	2	450.07330322265625	669.0067138671875	5.869999885559082	160.82730102539062	7.580399990081787	6.699999809265137	0.07000000029802322	0	13.600000381469727	11
0	9	679.42327880859375	515.3900146484375	4.809999942779541	146.4969024658203	8.759200096130371	5.599999904632568	0.15000000596046448	201	27.100000381469727	14
0	5	486.44000244140625	740.030029296875	6.409999847412109	157.41529846191406	7.264800071716309	6.699999809265137	0.07000000029802322	0	13.600000381469727	15
0	5	432.61669921875	583.3466796875	3.553299903869629	174.68490600585937	10.663299560546875	6.199999809265137	0.10000000149011612	201	13.199999809265137	14
0	3	207.35330200195312	389.7066955566406	-3.6333000659942627	198.3616943359375	10.267399787902832	0	0	0	0	12
0	8	386.1300048828125	611.65667724609375	1.9800000190734863	171.4197998046875	11.070099830627441	5.599999904632568	0.15000000596046448	201	27.100000381469727	14
0	5	212.4333038330078	293.5367126464844	-4.6666998863220215	189.28680419921875	10.078399658203125	0	0	0	0	7
0	6	427.42669677734375	734.90667724609375	3.559999942779541	154.0615997314453	9.153800010681152	5.599999904632568	0.15000000596046448	201	27.100000381469727	10
0	8	114.08670043945312	678.8466796875	0.6100000143051147	96.29039764404297	5.7058000564575195	0	0	0	0	6
0	3	162.6566925048828	777.59332275390625	2.1433000564575195	100.87069702148437	5.645699977874756	3.9262850284576416	0.08305603265762329	58.13922119140625	7.550548076629639	14
0	10	138.03329467773437	747.55328369140625	1.6799999475479126	98.58439636230469	5.918600082397461	0	0	0	0	14
0	7	347.9700012207031	740.21331787109375	2.9700000286102295	155.24110412597656	11.120200157165527	0	0	0	0	14
0	5	225.4167022705078	323.9932861328125	-3.946700096130371	208.533203125	10.279899597167969	0	0	0	0	11
0	7	356.20001220703125	752.2467041015625	3.2967000007629395	155.4604034423828	11.140899658203125	6.099999904632568	0.05999999865889549	36	2.5	14
0	3	220.13330078125	420.5166931152344	-2.8399999141693115	197.14759826660156	10.197099685668945	0	0	0	0	15
0	7	182.93670654296875	314.30670166015625	-4.323299884796143	143.30239868164062	7.398399829864502	0	0	0	0	14
0	10	197.02330017089844	261.04669189453125	-4.996699810028076	161.7855987548828	7.2881999015808105	0	0	0	0	10
0	10	220.9532928466797	425.8467102050781	-2.9200000762939453	198.2093048095703	10.230199813842773	0	0	0	0	15
0	3	225.72999572753906	389.7333068847656	-3.043299913406372	187.58929443359375	10.130399703979492	0	0	0	0	15
0	5	421.8900146484375	766.13671875	7.059999942779541	140.66940307617187	7.930300235748291	5.599999904632568	0.1599999964237213	201	27.5	11
0	10	351.7933044433594	692.92999267578125	3.623300075531006	160.0762939453125	9.179200172424316	5.599999904632568	0.1599999964237213	201	27.5	7
0	10	324.9067077636719	570.42669677734375	1.309999942779541	193.21090698242187	10.984800338745117	0	0	0	0	10
0	5	491.143310546875	739.90997314453125	8.920000076293945	137.139892578125	3.408099889755249	4.837296962738037	0.09831378608942032	106.57540893554687	18.69294548034668	10
0	6	380.2066955566406	883.93328857421875	9.66670036315918	123.78669738769531	3.0044000148773193	6.5	0.1599999964237213	43	20.299999237060547	15
0	8	431.3500061035156	805.219970703125	9.546699523925781	209.44900512695312	7.181099891662598	6.178380489349365	0.07333095371723175	197.91221618652344	25.483243942260742	14
0	4	363.143310546875	898.53668212890625	9.60669994354248	124.13939666748047	2.9730000495910645	6.5	0.1599999964237213	43	13.816292762756348	15
0	4	429.626708984375	808.353271484375	9.543299674987793	207.38609313964844	7.039999961853027	6.129523754119873	0.07880953699350357	173.161865234375	24.406190872192383	7
0	9	448.0766906738281	783.70330810546875	9.776700019836426	200.67759704589844	6.782299995422363	6.091952800750732	0.12982849776744843	38.21502685546875	23.369131088256836	10
0	6	414.1600036621094	829.59332275390625	9.34000015258789	197.9615936279297	6.6697001457214355	3.010709285736084	0.03399188071489334	201	11.945717811584473	7
0	1	358.2900085449219	960.7332763671875	8.906700134277344	108.34770202636719	2.4642999172210693	6.2969818115234375	0.11060365289449692	58.72637176513672	24.039634704589844	10
0	3	423.55670166015625	823.13330078125	9.373299598693848	194.43609619140625	6.488900184631348	1.833627462387085	0.020702246576547623	201	7.275361061096191	6
0	2	425.106689453125	837.30328369140625	9.5733003616333	141.80889892578125	3.591599941253662	6.090900421142578	0.159090057015419	59.9173583984375	19.337139129638672	7
0	3	328.31329345703125	948.08001708984375	8.253299713134766	125.94539642333984	2.8747000694274902	7.400000095367432	0.07999999821186066	28	43.400001525878906	7
0	4	664.65997314453125	552.17669677734375	8.436699867248535	153.11929321289062	4.386199951171875	0	0	113.76828002929687	0	14
0	10	364.2467041015625	872.2467041015625	9.506699562072754	123.91680145263672	3.3387999534606934	6.432722091674805	0.12109072506427765	62.727806091308594	15.292662620544434	11
0	1	491.7532958984375	763.44000244140625	9.436699867248535	150.4152069091797	3.9767000675201416	5.931690692901611	0.1455458402633667	139.39427185058594	28.074111938476563	12
0	1	381.106689453125	877.46331787109375	8.886699676513672	138.1468048095703	3.4047000408172607	6.699999809265137	0.12999999523162842	36	18.5	7
0	9	368.29998779296875	897.643310546875	8.670000076293945	115.393798828125	2.6854000091552734	6.199999809265137	0.1599999964237213	41	20.299999237060547	6
0	5	363.5367126464844	933.2833251953125	9.626700401306152	109.36000061035156	2.9581000804901123	6.590498924255371	0.10978022962808609	65.31867218017578	25.101486206054687	7
0	4	485.3266906738281	729.2432861328125	7.076700210571289	257.1275939941406	8.359600067138672	6.599999904632568	0.14000000059604645	58	39.79999923706055	10
0	1	474.7132873535156	897.79998779296875	10.346699714660645	89.55139923095703	2.680799961090088	6.755767822265625	0.11554592847824097	124.73895263671875	19.192548751831055	10
